	HC22	HC140	HC3	HC152	HC158	HC155	HC75	HC91	HC72	TA1	TA54	HC137	TA13	HC66	TA75	TA79	TA66	HC55	TA26	HC78	HC49	TA42	HC5	TA32	TA6	HC85	TA30	HC81	HC118	HC33	HC144	TA60	HC26	HC62	HC129	HC104	HC2	HC9	HC111	HC100	HC132	TA36	TA50	HC121	TA28	HC37	TA16	TA46	TA23	HC16	HC124	HC89	TA38	HC108	HC1	TA57	HC115	HC52	HC69	TA72	HC96	HC149	HC6	TA63	HC23	TA47	HC133	HC56	TA29	TA73	TA76	HC63	TA58	HC92	TA39	HC40	TA43	HC79	HC86	HC82	HC141	HC145	TA27	HC20	TA7	HC156	TA51	TA37	HC125	HC24	HC57	TA70	TA17	HC12	HC4	TA67	HC44	TA48	TA24	HC70	TA77	HC17	HC159	HC25	HC45	HC142	HC64	TA20	HC7	HC58	HC76	TA55	TA33	HC30	TA44	HC119	HC105	HC116	TA80	TA64	HC138	HC112	TA10	HC93	TA14	TA31	HC27	TA59	TA68	TA3	TA25	HC67	HC8	HC15	HC34	TA18	HC38	TA8	HC50	TA78	TA61	TA21	HC126	TA74	HC46	HC60	HC59	TA52	TA49	HC130	TA34	HC134	HC90	TA2	TA56	TA65	HC73	TA45	HC68	HC153	HC65	HC28	TA71	HC41	HC61	TA40	HC21	HC83	HC18	HC143	HC77	TA11	TA4	TA35	HC11	HC35	HC94	HC135	HC47	HC80	HC127	HC117	HC29	HC139	HC109	HC157	HC53	TA53	TA15	HC84	TA5	HC146	TA19	TA62	HC71	HC160	HC113	HC14	HC136	TA41	HC74	HC39	HC106	TA22	HC120	HC97	HC128	HC19	TA9	TA12	HC131	TA69	HC42	HC51	HC48	HC95	HC36	HC122	HC87	HC54	HC114	HC147	HC13	HC98	HC31	HC10	HC43	HC107	HC150	HC148	HC123	HC110	HC151	HC32	HC99	HC88	HC154	HC101	HC102	HC103
HC36	0.592024	0.473402	0.514256	0.498039	0.618813	0.745143	0.626635	0.584548	0.637396	0.55634	0.729334	0.490638	0.428161	0.471917	0.466097	0.47977	0.516014	0.778018	0.519142	0.279562	0.430725	0.774588	0.654296	0.5259	0.817475	0.601517	0.802827	0.574902	0.512918	0.677678	0.683964	0.714893	0.801468	0.64916	0.761567	0.388866	0.671993	0.57341	0.659908	0.57302	0.726093	0.668264	0.430151	0.591523	0.738617	0.702179	0.643923	0.757134	0.770479	0.687345	0.751484	0.547414	0.845054	0.629334	0.680155	0.79911	0.703758	0.711758	0.565792	0.855041	0.732027	0.684142	0.540176	0.816037	0.848694	0.784671	0.651659	0.537702	0.546497	0.600133	0.554627	0.481283	0.779616	0.621294	0.808279	0.489207	0.618925	0.548513	0.485685	0.459785	0.455307	0.646241	0.758773	0.467034	0.645689	0.579136	0.829168	0.867559	0.630526	0.703922	0.510235	0.774946	0.855025	0.765945	0.606686	0.508685	0.650667	0.738304	0.651046	0.655678	0.767145	0.453114	0.61304	0.38696	0.555949	0.592904	0.538809	0.641702	0.467068	0.385568	0.823083	0.825422	0.580499	0.485948	0.552986	0.764896	0.543417	0.77906	0.649349	0.839436	0.615169	0.636291	0.812208	0.546673	0.467797	0.603862	0.749645	0.546722	0.693865	0.64781	0.785903	0.361811	0.560189	0.570446	0.725586	0.600671	0.60764	0.825467	0.785877	0.658845	0.812761	0.525177	0.467915	0.576722	0.73818	0.627766	0.507893	0.941291	0.5753	0.638634	0.821923	0.641383	0.627807	0.68208	0.795067	0.748061	0.585446	0.761215	0.716675	0.831312	0.661803	0.470086	0.557275	0.576211	0.530015	0.508058	0.647944	0.548759	0.472991	0.384004	0.506953	0.365359	0.844184	0.841352	0.800701	0.557313	0.486095	0.403769	0.600662	0.479415	0.676478	0.61584	0.613275	0.521507	0.70212	0.492874	0.515739	0.783488	0.510036	0.697376	0.385521	0.539569	0.618193	0.821601	0.689852	0.550622	0.688135	0.656458	0.580943	0.524752	0.784696	0.309858	0.570341	0.640656	0.778446	0.512392	0.712523	0.435705	0.706477	0.648132	0.711147	0.295967	0.521654	0.595561	0.816944	0.683787	0.0	0.709047	0.676134	0.540104	0.517139	0.491948	0.575405	0.678163	0.729871	0.490459	0.455615	0.692351	0.691204	0.69671	0.821106	0.695466	0.68292	0.786677	0.616795	0.551832	0.521292	0.74818	0.458748	0.506718
HC122	0.441076	0.671351	0.732766	0.626133	0.565676	0.817738	0.799172	0.850805	0.367882	0.629399	0.535242	0.547784	0.5139	0.676862	0.532127	0.703083	0.840928	0.439381	0.508295	0.674857	0.669733	0.485524	0.564983	0.692768	0.458894	0.466991	0.582028	0.552071	0.496886	0.792039	0.627273	0.448696	0.539812	0.425589	0.510002	0.73815	0.376256	0.548621	0.324484	0.729739	0.761405	0.524698	0.73923	0.756723	0.533165	0.418518	0.543744	0.383009	0.500964	0.624643	0.262687	0.483976	0.551276	0.646786	0.522248	0.456703	0.508141	0.585018	0.443207	0.536798	0.568045	0.679918	0.557896	0.377024	0.385145	0.478632	0.852575	0.442185	0.768352	0.482224	0.583116	0.506242	0.514732	0.552875	0.520273	0.504648	0.593855	0.598899	0.812575	0.720114	0.616751	0.744422	0.431915	0.611365	0.538214	0.601128	0.492141	0.583611	0.499122	0.70313	0.805408	0.540535	0.580951	0.566875	0.354416	0.711977	0.753564	0.458843	0.643058	0.466222	0.61188	0.683302	0.589614	0.565411	0.434589	0.557236	0.791767	0.524076	0.697682	0.668751	0.70447	0.54019	0.575455	0.762488	0.649351	0.485165	0.651704	0.679093	0.488403	0.509684	0.604962	0.721087	0.472948	0.743651	0.654507	0.678719	0.425416	0.581348	0.399805	0.811036	0.515836	0.674225	0.629176	0.618481	0.727247	0.596493	0.5834	0.604549	0.334703	0.51038	0.504101	0.7851	0.700031	0.548881	0.519467	0.561119	0.665723	0.633753	0.682355	0.51953	0.628618	0.512854	0.757325	0.769546	0.51864	0.605011	0.699133	0.817096	0.479943	0.421929	0.809067	0.498731	0.60591	0.840125	0.543465	0.677092	0.526078	0.817343	0.671928	0.612513	0.573688	0.802765	0.628746	0.540204	0.459376	0.593384	0.720916	0.75868	0.312111	0.720959	0.560241	0.842663	0.825279	0.496862	0.60899	0.758968	0.762013	0.559977	0.73058	0.601123	0.798679	0.73608	0.792096	0.566715	0.697686	0.413356	0.600341	0.45192	0.866358	0.553325	0.715823	0.666116	0.425336	0.819379	0.375878	0.507558	0.729695	0.78272	0.685211	0.761434	0.648834	0.776051	0.679737	0.733956	0.345477	0.381199	0.709047	0.0	0.705271	0.616573	0.473792	0.777725	0.447514	0.703662	0.636504	0.462327	0.639092	0.824349	0.474586	0.507538	0.617778	0.587352	0.42705	0.404088	0.490205	0.342275	0.57914	0.454935	0.7065	0.542494
HC87	0.636335	0.660539	0.807439	0.767693	0.417517	0.271561	0.382163	0.689698	0.62788	0.466816	0.740539	0.608248	0.641921	0.675697	0.618771	0.655108	0.860142	0.651718	0.607028	0.584206	0.68526	0.710064	0.738302	0.727385	0.716538	0.654108	0.745356	0.586437	0.565357	0.21199	0.724884	0.712353	0.79721	0.66666	0.687975	0.684437	0.705968	0.634857	0.626599	0.759357	0.867205	0.617659	0.808183	0.81919	0.749984	0.648812	0.638703	0.666893	0.722812	0.725956	0.69676	0.715929	0.82707	0.797971	0.736433	0.729595	0.601595	0.708603	0.682753	0.808331	0.73639	0.628919	0.682528	0.736362	0.762194	0.787369	0.819726	0.60197	0.830351	0.678637	0.71935	0.68064	0.759548	0.578642	0.769922	0.673972	0.667653	0.706946	0.71172	0.532687	0.638566	0.80468	0.696168	0.651765	0.410983	0.619767	0.800458	0.829565	0.685109	0.758119	0.54876	0.742177	0.837469	0.774683	0.670698	0.608449	0.828861	0.743416	0.660007	0.668783	0.790429	0.450136	0.713775	0.66132	0.623529	0.614288	0.610866	0.675127	0.848827	0.787781	0.88635	0.800108	0.554891	0.849003	0.56895	0.670796	0.721617	0.852095	0.502323	0.731061	0.686885	0.814246	0.740176	0.779016	0.728169	0.716148	0.690687	0.743272	0.653769	0.812549	0.790749	0.719931	0.35385	0.734811	0.208109	0.750436	0.712189	0.8168	0.709667	0.683013	0.786665	0.817833	0.744085	0.696363	0.766395	0.42408	0.609155	0.875101	0.736686	0.755914	0.811787	0.728684	0.526109	0.777879	0.801815	0.767333	0.792681	0.813395	0.63365	0.74511	0.797223	0.573443	0.698388	0.870496	0.415194	0.696459	0.600027	0.823774	0.822007	0.68275	0.645807	0.65967	0.76808	0.812196	0.736255	0.642816	0.7671	0.65223	0.532592	0.336109	0.725754	0.373936	0.786597	0.563089	0.617403	0.808861	0.828775	0.791296	0.718404	0.805155	0.79264	0.858178	0.458987	0.824858	0.198596	0.664718	0.781183	0.665609	0.510759	0.574096	0.769883	0.638995	0.666542	0.821178	0.72179	0.647937	0.828563	0.827403	0.397305	0.793834	0.58838	0.677743	0.668197	0.751167	0.75714	0.71063	0.676134	0.705271	0.0	0.731255	0.651055	0.30274	0.600779	0.452426	0.774982	0.687374	0.716165	0.245451	0.552125	0.664048	0.782021	0.7454	0.755694	0.702828	0.653209	0.507787	0.602139	0.638947	0.882979	0.690127
HC54	0.513847	0.588954	0.440929	0.479021	0.630554	0.834378	0.77891	0.796843	0.497296	0.655615	0.684587	0.516437	0.63029	0.623518	0.594833	0.611715	0.71375	0.706575	0.544418	0.547138	0.648365	0.670265	0.671662	0.642984	0.704673	0.703629	0.725385	0.601893	0.607854	0.779484	0.412044	0.600793	0.742918	0.666049	0.70416	0.700664	0.410412	0.521696	0.484314	0.652384	0.457059	0.628647	0.525242	0.656534	0.625958	0.686544	0.658436	0.690314	0.681306	0.487564	0.580844	0.526965	0.787272	0.466932	0.486616	0.688157	0.455428	0.542527	0.546952	0.775146	0.610679	0.746516	0.503372	0.648825	0.712116	0.69156	0.819697	0.528648	0.770483	0.514883	0.489345	0.378118	0.673609	0.677485	0.735938	0.510661	0.691659	0.626167	0.754598	0.695756	0.575288	0.457528	0.702539	0.560548	0.611963	0.563512	0.765516	0.764708	0.449395	0.467874	0.736575	0.755234	0.759439	0.505957	0.462491	0.554454	0.676256	0.631709	0.669502	0.61761	0.688809	0.580417	0.528115	0.542548	0.372312	0.600043	0.753335	0.585805	0.508999	0.48235	0.666379	0.798023	0.621168	0.675887	0.640289	0.532813	0.589804	0.395958	0.579867	0.772648	0.452082	0.663051	0.724197	0.518942	0.613527	0.682205	0.586905	0.455628	0.580674	0.790235	0.679742	0.582687	0.632598	0.482491	0.783669	0.667015	0.568621	0.688606	0.697959	0.592322	0.724402	0.718128	0.613087	0.570397	0.503063	0.669729	0.697905	0.837557	0.676366	0.488125	0.784085	0.492054	0.738402	0.777988	0.675565	0.666062	0.513617	0.786602	0.67349	0.711903	0.742778	0.59985	0.704042	0.75081	0.688753	0.600021	0.596095	0.759733	0.518652	0.551176	0.60545	0.742001	0.748883	0.725386	0.6807	0.635369	0.646377	0.676559	0.6469	0.633626	0.501157	0.799791	0.768581	0.614827	0.666023	0.742774	0.720916	0.748765	0.723061	0.567308	0.62447	0.434614	0.797962	0.672242	0.759549	0.389273	0.478301	0.589472	0.809866	0.597799	0.771539	0.624758	0.418619	0.779349	0.612566	0.437083	0.416522	0.694773	0.802687	0.778625	0.718837	0.610815	0.542761	0.621568	0.706134	0.563915	0.540104	0.616573	0.731255	0.0	0.507827	0.711671	0.572355	0.763907	0.62655	0.542365	0.527593	0.813118	0.532478	0.595425	0.527694	0.561389	0.559109	0.645256	0.640894	0.624529	0.609465	0.681904	0.515894	0.550265
HC114	0.381363	0.418014	0.47568	0.436379	0.566396	0.777532	0.724726	0.687244	0.370109	0.535845	0.680649	0.386702	0.499095	0.413615	0.54342	0.479108	0.60482	0.622412	0.503435	0.495239	0.449343	0.674593	0.517796	0.411324	0.652509	0.57179	0.734894	0.611786	0.242672	0.721324	0.596353	0.643441	0.752511	0.53827	0.745443	0.47901	0.447902	0.525093	0.503493	0.368921	0.768605	0.384245	0.453996	0.500597	0.692773	0.36625	0.59172	0.631117	0.699748	0.445808	0.511648	0.471829	0.7947	0.642143	0.563716	0.664405	0.64051	0.475664	0.426299	0.799221	0.491987	0.544178	0.331923	0.640065	0.630962	0.746341	0.56711	0.365411	0.503319	0.475491	0.462014	0.448711	0.720069	0.394064	0.751757	0.330712	0.518081	0.410948	0.585308	0.519289	0.301394	0.709617	0.669324	0.529627	0.6158	0.59009	0.779668	0.809098	0.541542	0.51141	0.57333	0.757292	0.811528	0.654134	0.401854	0.537216	0.639378	0.637258	0.50366	0.497815	0.709378	0.431551	0.557328	0.46026	0.455323	0.467853	0.619076	0.558111	0.563636	0.561482	0.772472	0.77712	0.596108	0.581918	0.489812	0.451332	0.375643	0.736454	0.527061	0.713432	0.464237	0.564547	0.711695	0.571827	0.446265	0.683646	0.546954	0.538821	0.514244	0.496107	0.731034	0.357322	0.439912	0.57546	0.693794	0.580378	0.573332	0.748687	0.588406	0.634668	0.777277	0.484845	0.358618	0.54983	0.659207	0.379667	0.540756	0.884729	0.531036	0.584527	0.775232	0.501308	0.550223	0.669181	0.753109	0.683087	0.56509	0.785901	0.650246	0.621757	0.532938	0.4379	0.541261	0.610197	0.563309	0.602112	0.328499	0.597021	0.620677	0.369376	0.335661	0.587724	0.727309	0.778649	0.691987	0.335733	0.383658	0.379287	0.460434	0.588238	0.493593	0.718203	0.531475	0.246076	0.49441	0.474643	0.478509	0.742612	0.460921	0.671184	0.593125	0.522851	0.744292	0.748282	0.666976	0.417718	0.61783	0.523773	0.667626	0.520414	0.610878	0.489421	0.364274	0.587233	0.553853	0.464396	0.738466	0.646473	0.735029	0.738086	0.54578	0.615246	0.418282	0.365816	0.605453	0.458128	0.517139	0.473792	0.651055	0.507827	0.0	0.605883	0.323123	0.691168	0.627768	0.272726	0.498629	0.715404	0.650799	0.360953	0.670208	0.541053	0.550839	0.543165	0.494295	0.424639	0.279933	0.561314	0.593906	0.579405
HC147	0.708975	0.552079	0.645389	0.586761	0.503641	0.350515	0.372938	0.573217	0.718238	0.52846	0.786747	0.633314	0.544916	0.554846	0.553997	0.553658	0.669024	0.828762	0.626494	0.398533	0.535193	0.827959	0.7326	0.613245	0.854505	0.674863	0.825321	0.602311	0.607695	0.280958	0.795112	0.806912	0.814085	0.70661	0.75676	0.524547	0.787818	0.671677	0.799151	0.63494	0.879029	0.737877	0.638528	0.730813	0.792905	0.777485	0.728017	0.81627	0.817245	0.742361	0.822106	0.761617	0.871328	0.762384	0.827519	0.847068	0.708684	0.786192	0.721501	0.86829	0.802441	0.718952	0.646147	0.86632	0.875115	0.822028	0.714767	0.643953	0.672944	0.703446	0.707631	0.683072	0.853341	0.659106	0.836399	0.685662	0.694338	0.659657	0.534459	0.384328	0.596494	0.765448	0.829308	0.572495	0.481804	0.591768	0.863492	0.874408	0.759271	0.774685	0.386322	0.806634	0.874674	0.837015	0.705049	0.515777	0.827674	0.806099	0.702962	0.75866	0.768894	0.323461	0.748215	0.650739	0.709903	0.68948	0.496986	0.753339	0.687635	0.659064	0.899198	0.855861	0.568408	0.69904	0.512899	0.828899	0.657964	0.867138	0.586962	0.854536	0.746399	0.690351	0.850576	0.6712	0.624479	0.674787	0.825732	0.713637	0.775736	0.68425	0.829853	0.598932	0.406495	0.723014	0.348627	0.699171	0.737529	0.851148	0.845207	0.757201	0.82585	0.660668	0.576554	0.656415	0.846237	0.544452	0.58172	0.937978	0.702395	0.75963	0.842659	0.775887	0.482431	0.714251	0.841565	0.792929	0.722482	0.795327	0.747417	0.860391	0.727937	0.47949	0.654636	0.669284	0.447394	0.605818	0.721091	0.621801	0.701381	0.553156	0.664019	0.514071	0.885574	0.850821	0.835579	0.646778	0.646969	0.457448	0.646905	0.218308	0.761071	0.258162	0.674026	0.610604	0.782815	0.709415	0.708092	0.842129	0.596397	0.803231	0.595995	0.698125	0.399556	0.879357	0.323054	0.633499	0.774605	0.826422	0.366348	0.570794	0.844174	0.519735	0.677541	0.732854	0.806572	0.648883	0.874377	0.681057	0.426856	0.710611	0.696204	0.487162	0.611693	0.622383	0.859438	0.748774	0.491948	0.777725	0.30274	0.711671	0.605883	0.0	0.640186	0.541353	0.778181	0.597851	0.590067	0.290237	0.698117	0.782679	0.868621	0.784724	0.807331	0.848579	0.724725	0.591303	0.60784	0.831289	0.752652	0.631249
HC13	0.285517	0.495149	0.679954	0.561154	0.476927	0.736666	0.624244	0.697639	0.377335	0.487963	0.523718	0.389285	0.440472	0.511007	0.412446	0.414887	0.693659	0.463767	0.44703	0.552384	0.524239	0.527428	0.517017	0.42367	0.489167	0.399948	0.599255	0.519519	0.286725	0.683178	0.591362	0.505905	0.603371	0.400252	0.58569	0.561767	0.491857	0.482574	0.405602	0.460386	0.804898	0.288263	0.497734	0.586581	0.539903	0.296431	0.434564	0.474566	0.560305	0.420311	0.442386	0.555166	0.648175	0.624584	0.532062	0.521396	0.526849	0.421876	0.372476	0.635418	0.446732	0.463006	0.301511	0.512629	0.530505	0.581437	0.549346	0.238295	0.518433	0.403045	0.322003	0.488268	0.586772	0.325637	0.591916	0.373959	0.32149	0.374226	0.652145	0.611336	0.366041	0.761422	0.527368	0.473338	0.456681	0.551218	0.631739	0.642002	0.452089	0.477268	0.646676	0.579452	0.667877	0.603214	0.42057	0.555981	0.636118	0.486395	0.361963	0.439048	0.592195	0.587317	0.594939	0.408935	0.435228	0.351741	0.768801	0.441122	0.713359	0.586344	0.776155	0.646951	0.476664	0.728554	0.428932	0.331265	0.421373	0.743471	0.467244	0.568041	0.48971	0.681784	0.551228	0.733349	0.382	0.580451	0.50472	0.430027	0.361453	0.550267	0.583192	0.407273	0.364752	0.59191	0.657478	0.442096	0.545953	0.634351	0.504448	0.469648	0.591733	0.585958	0.425653	0.476824	0.595697	0.29814	0.500455	0.718377	0.454254	0.55612	0.677856	0.5438	0.451901	0.680012	0.590418	0.599964	0.586842	0.694929	0.442582	0.519518	0.602519	0.368348	0.512779	0.729689	0.43323	0.562502	0.245104	0.672813	0.662351	0.447376	0.369038	0.639543	0.647621	0.61732	0.551102	0.42306	0.492591	0.43276	0.374098	0.543706	0.480862	0.704511	0.599158	0.280061	0.371192	0.553966	0.566019	0.626012	0.464548	0.669882	0.654022	0.725642	0.709472	0.636033	0.673553	0.347942	0.635459	0.481237	0.711226	0.412425	0.535699	0.529349	0.50841	0.525168	0.448733	0.493792	0.755281	0.670792	0.658055	0.643911	0.416028	0.639458	0.495333	0.508505	0.524951	0.50487	0.575405	0.447514	0.600779	0.572355	0.323123	0.640186	0.0	0.635411	0.648146	0.429789	0.590212	0.743088	0.520541	0.334803	0.679803	0.468912	0.551921	0.52263	0.342838	0.381029	0.25957	0.465662	0.749542	0.425555
HC98	0.684488	0.52923	0.795319	0.773271	0.488648	0.546417	0.414338	0.718051	0.558994	0.539761	0.753912	0.664952	0.674386	0.704111	0.647084	0.622217	0.807	0.719766	0.64566	0.580286	0.695292	0.754138	0.78105	0.721926	0.753292	0.697032	0.790241	0.571002	0.608503	0.525586	0.775991	0.702695	0.8138	0.741087	0.684214	0.674044	0.707895	0.652586	0.695906	0.733511	0.833848	0.635401	0.769006	0.811763	0.746171	0.697787	0.656922	0.719735	0.732745	0.696306	0.716857	0.742724	0.792033	0.789052	0.737618	0.767511	0.600248	0.663374	0.680397	0.783511	0.693825	0.621743	0.682461	0.752414	0.761842	0.753734	0.818456	0.656154	0.84415	0.708737	0.730217	0.70321	0.742952	0.618486	0.782623	0.680679	0.67914	0.694008	0.714732	0.552706	0.597328	0.788842	0.720223	0.650291	0.443776	0.606335	0.76736	0.806108	0.747106	0.665513	0.567978	0.742599	0.812301	0.773966	0.661599	0.626139	0.807062	0.791187	0.691886	0.705707	0.816818	0.509763	0.754903	0.666831	0.675417	0.646996	0.608871	0.726511	0.814166	0.749837	0.847049	0.780033	0.528845	0.790667	0.553211	0.684485	0.669673	0.851367	0.552528	0.797278	0.629121	0.807707	0.734306	0.760622	0.734921	0.736383	0.686687	0.707371	0.661559	0.819896	0.787258	0.754313	0.440907	0.768525	0.42203	0.746406	0.659917	0.781512	0.731806	0.683092	0.780388	0.829845	0.736701	0.739822	0.751581	0.460389	0.690357	0.862031	0.666299	0.723398	0.812373	0.702399	0.436002	0.45977	0.766522	0.758031	0.651823	0.868852	0.721959	0.748987	0.815225	0.594475	0.580418	0.867123	0.480867	0.691346	0.614191	0.542491	0.768476	0.686203	0.673966	0.68174	0.77909	0.790497	0.725617	0.710569	0.757218	0.659158	0.606252	0.502314	0.631926	0.580238	0.806745	0.603072	0.656354	0.778206	0.711769	0.790022	0.7387	0.752351	0.791414	0.850165	0.586206	0.799442	0.492386	0.700725	0.732868	0.680983	0.588008	0.649791	0.624836	0.496004	0.738057	0.838375	0.731241	0.629147	0.803096	0.82466	0.510249	0.790488	0.582855	0.677762	0.656668	0.784973	0.763712	0.654579	0.678163	0.703662	0.452426	0.763907	0.691168	0.541353	0.635411	0.0	0.749023	0.737579	0.609826	0.53356	0.548605	0.642418	0.775001	0.689952	0.75692	0.707122	0.640168	0.57652	0.680317	0.668544	0.827168	0.699352
HC31	0.564108	0.63019	0.657803	0.592115	0.691787	0.840612	0.752863	0.800951	0.59875	0.698342	0.681299	0.627769	0.656554	0.707653	0.595433	0.662737	0.785949	0.725119	0.583943	0.661573	0.726268	0.68723	0.397426	0.693625	0.710083	0.69416	0.724292	0.673675	0.645911	0.803172	0.633146	0.613351	0.741473	0.688064	0.69974	0.745075	0.616886	0.517489	0.603007	0.698512	0.750106	0.692109	0.698583	0.775055	0.609078	0.679915	0.656795	0.717785	0.692491	0.605827	0.609053	0.525612	0.762426	0.576881	0.632727	0.701462	0.671639	0.650868	0.630563	0.745282	0.648887	0.772121	0.553959	0.659415	0.726741	0.654578	0.838166	0.592919	0.799167	0.577393	0.600949	0.596824	0.678637	0.736909	0.710939	0.674937	0.676903	0.676006	0.767285	0.719345	0.689162	0.729284	0.703061	0.628518	0.607995	0.597375	0.719787	0.734132	0.460849	0.654814	0.779342	0.716693	0.740705	0.5894	0.560673	0.688327	0.819425	0.677101	0.696518	0.617889	0.697475	0.721763	0.593238	0.630486	0.547269	0.652091	0.785058	0.59569	0.692572	0.610082	0.704453	0.733755	0.631106	0.731491	0.666034	0.678269	0.670797	0.651187	0.663749	0.757236	0.607213	0.744818	0.713334	0.731456	0.670372	0.679108	0.59434	0.589137	0.619501	0.818622	0.645964	0.703528	0.690505	0.651737	0.837692	0.685148	0.581016	0.651591	0.716595	0.594022	0.694825	0.772076	0.705797	0.620594	0.603275	0.715064	0.751619	0.796104	0.714801	0.542421	0.749949	0.637925	0.756754	0.748812	0.667563	0.625329	0.686842	0.8026	0.687443	0.732541	0.787249	0.655062	0.677358	0.79508	0.691155	0.653624	0.655806	0.778439	0.717086	0.59286	0.684368	0.794219	0.761342	0.694052	0.663386	0.705898	0.714592	0.754237	0.636367	0.71796	0.569295	0.808033	0.817473	0.648922	0.670869	0.79201	0.799191	0.710729	0.747639	0.608616	0.752274	0.697212	0.774038	0.709309	0.798947	0.548104	0.606706	0.702771	0.82335	0.640214	0.762263	0.72437	0.635855	0.813495	0.672749	0.624073	0.727942	0.774077	0.732639	0.774163	0.80708	0.712237	0.677837	0.740228	0.71155	0.641552	0.729871	0.636504	0.774982	0.62655	0.627768	0.778181	0.648146	0.749023	0.0	0.666194	0.655185	0.85582	0.670835	0.675209	0.650066	0.684363	0.649967	0.705337	0.673856	0.621272	0.71664	0.708302	0.687195	0.587294
HC10	0.417416	0.457456	0.54594	0.39329	0.580697	0.773342	0.7284	0.67115	0.389013	0.504204	0.640935	0.423263	0.427939	0.46136	0.482592	0.529259	0.578854	0.656763	0.504385	0.458824	0.438386	0.654081	0.440877	0.524502	0.632568	0.561964	0.724439	0.632143	0.377859	0.733824	0.59316	0.624151	0.735988	0.422347	0.760317	0.462089	0.467849	0.546082	0.564952	0.47868	0.806525	0.45407	0.466423	0.632554	0.674287	0.439641	0.615625	0.63208	0.695817	0.61886	0.508191	0.455181	0.795339	0.637003	0.609661	0.649332	0.720193	0.645991	0.418156	0.784949	0.643261	0.680024	0.414011	0.659835	0.585723	0.724778	0.665186	0.377874	0.543831	0.446144	0.519602	0.410465	0.74086	0.53368	0.729573	0.424547	0.596309	0.40251	0.566187	0.533168	0.398615	0.744803	0.646233	0.50677	0.652898	0.598017	0.75654	0.80132	0.565343	0.607957	0.558384	0.737982	0.792329	0.661152	0.432731	0.581653	0.767924	0.589339	0.565837	0.498477	0.684952	0.453017	0.535939	0.445582	0.484645	0.521386	0.663183	0.539866	0.566445	0.496333	0.809361	0.759897	0.624759	0.607584	0.567974	0.61552	0.492891	0.761671	0.532462	0.70507	0.569004	0.569704	0.717647	0.618392	0.470504	0.611528	0.570586	0.522872	0.519236	0.60753	0.693338	0.346948	0.507579	0.604706	0.725706	0.542253	0.5768	0.767691	0.55251	0.644833	0.743471	0.496216	0.443486	0.48033	0.690764	0.510856	0.513974	0.866116	0.562343	0.598551	0.753677	0.494698	0.623815	0.68397	0.744114	0.634648	0.530795	0.743129	0.63185	0.595106	0.589269	0.40371	0.523771	0.587774	0.572274	0.578979	0.435927	0.576417	0.642167	0.411318	0.415127	0.54705	0.707354	0.76219	0.712324	0.359179	0.499278	0.427549	0.451322	0.565207	0.569593	0.710184	0.576853	0.384054	0.627589	0.593358	0.585399	0.71094	0.503649	0.655594	0.496883	0.555083	0.699053	0.770227	0.72055	0.383617	0.661671	0.549389	0.658148	0.464457	0.727693	0.471566	0.370391	0.649088	0.585446	0.509342	0.774721	0.638947	0.736033	0.668007	0.673593	0.575341	0.549646	0.503965	0.566793	0.426686	0.490459	0.462327	0.687374	0.542365	0.272726	0.597851	0.429789	0.737579	0.666194	0.0	0.52502	0.754136	0.722153	0.510444	0.720965	0.675238	0.461779	0.533604	0.580637	0.41515	0.390209	0.591202	0.583037	0.470506
